colour	x	xend	y	yend	showSelected1	PANEL
#0000FF	0	2.0518808570214e-24	18.2823552854439	18.2823552854439	xgboost	1
#0000FF	2.0518808570214e-24	7.6494579559494e-09	18.641028195676	18.641028195676	xgboost	1
#0000FF	7.6494579559494e-09	1.46969895808979e-07	19.3982265617216	19.3982265617216	xgboost	1
#0000FF	1.46969895808979e-07	2.20901213765501e-07	20.1753512005579	20.1753512005579	xgboost	1
#0000FF	2.20901213765501e-07	2.79763980870484e-07	20.9624389757896	20.9624389757896	xgboost	1
#0000FF	2.79763980870484e-07	3.39172345320549e-07	21.7395636146259	21.7395636146259	xgboost	1
#0000FF	3.39172345320549e-07	3.88247514138129e-07	22.5665039354389	22.5665039354389	xgboost	1
#0000FF	3.88247514138129e-07	4.41893092784085e-07	23.3336654378798	23.3336654378798	xgboost	1
#0000FF	4.41893092784085e-07	4.68961218302866e-07	24.1207532131115	24.1207532131115	xgboost	1
#0000FF	4.68961218302866e-07	5.03161288634146e-07	24.8978778519478	24.8978778519478	xgboost	1
#0000FF	5.03161288634146e-07	5.53599875274813e-07	25.6351499452028	25.6351499452028	xgboost	1
#0000FF	5.53599875274813e-07	6.01020929025253e-07	26.382385174853	26.382385174853	xgboost	1
#0000FF	6.01020929025253e-07	6.52444953175291e-07	27.1395835408987	27.1395835408987	xgboost	1
#0000FF	6.52444953175291e-07	7.03627506482008e-07	27.886818770549	27.886818770549	xgboost	1
#0000FF	7.03627506482008e-07	7.58022395075387e-07	28.6041645910133	28.6041645910133	xgboost	1
#0000FF	7.58022395075387e-07	7.88186980571482e-07	29.2318421839195	29.2318421839195	xgboost	1
#0000FF	7.88186980571482e-07	8.29498787879857e-07	29.9491880043838	29.9491880043838	xgboost	1
#0000FF	8.29498787879857e-07	8.79180390711553e-07	30.7063863704294	30.7063863704294	xgboost	1
#0000FF	8.79180390711553e-07	9.33162596084003e-07	31.4934741456611	31.4934741456611	xgboost	1
#0000FF	9.33162596084003e-07	9.87303678812168e-07	32.230746238916	32.230746238916	xgboost	1
#0000FF	9.87303678812168e-07	1.04255695987376e-06	32.968018332171	32.968018332171	xgboost	1
#0000FF	1.04255695987376e-06	1.09861161945446e-06	33.7052904254259	33.7052904254259	xgboost	1
#0000FF	1.09861161945446e-06	1.13306157345505e-06	34.5222676098436	34.5222676098436	xgboost	1
#0000FF	1.13306157345505e-06	1.15359910068946e-06	35.2196871575172	35.2196871575172	xgboost	1
#0000FF	1.15359910068946e-06	1.17786055398028e-06	35.7975490684467	35.7975490684467	xgboost	1
#0000FF	1.17786055398028e-06	1.25557539831789e-06	36.4949686161204	36.4949686161204	xgboost	1
#0000FF	1.25557539831789e-06	1.3139932661943e-06	36.9134203447245	36.9134203447245	xgboost	1
#0000FF	1.3139932661943e-06	1.37738652483677e-06	37.5809504832121	37.5809504832121	xgboost	1
#0000FF	1.37738652483677e-06	1.43475847380614e-06	38.2684068944904	38.2684068944904	xgboost	1
#0000FF	1.43475847380614e-06	1.51825804550754e-06	38.965826442164	38.965826442164	xgboost	1
#0000FF	1.51825804550754e-06	1.59659111886867e-06	39.6333565806516	39.6333565806516	xgboost	1
#0000FF	1.59659111886867e-06	1.64496611887444e-06	40.3606655375112	40.3606655375112	xgboost	1
#0000FF	1.64496611887444e-06	1.69283293871558e-06	41.1079007671615	41.1079007671615	xgboost	1
#0000FF	1.69283293871558e-06	1.7813822523749e-06	41.7654677692538	41.7654677692538	xgboost	1
#0000FF	1.7813822523749e-06	1.84295981853211e-06	42.363255952974	42.363255952974	xgboost	1
#0000FF	1.84295981853211e-06	1.90700222901796e-06	43.0008966822756	43.0008966822756	xgboost	1
#0000FF	1.90700222901796e-06	1.99557257474226e-06	43.7182425027399	43.7182425027399	xgboost	1
#0000FF	1.99557257474226e-06	2.05943342734827e-06	44.3359569592508	44.3359569592508	xgboost	1
#0000FF	2.05943342734827e-06	2.12006011679478e-06	45.0433396433197	45.0433396433197	xgboost	1
#0000FF	2.12006011679478e-06	2.19680055124627e-06	45.7806117365747	45.7806117365747	xgboost	1
#0000FF	2.19680055124627e-06	2.32497723118286e-06	46.3584736475043	46.3584736475043	xgboost	1
#0000FF	2.32497723118286e-06	2.44287662098941e-06	47.0658563315732	47.0658563315732	xgboost	1
#0000FF	2.44287662098941e-06	2.55366535384383e-06	47.7931652884328	47.7931652884328	xgboost	1
#0000FF	2.55366535384383e-06	2.65163839685556e-06	48.4507322905251	48.4507322905251	xgboost	1
#0000FF	2.65163839685556e-06	2.75107686320553e-06	49.0784098834313	49.0784098834313	xgboost	1
#0000FF	2.75107686320553e-06	2.86539852822898e-06	49.7060874763375	49.7060874763375	xgboost	1
#0000FF	2.86539852822898e-06	2.96303710456413e-06	50.3536913420345	50.3536913420345	xgboost	1
#0000FF	2.96303710456413e-06	3.0903047445463e-06	51.2204842084288	51.2204842084288	xgboost	1
#0000FF	3.0903047445463e-06	3.21345419251884e-06	51.7883829829631	51.7883829829631	xgboost	1
#0000FF	3.21345419251884e-06	3.36567995873338e-06	52.3562817574973	52.3562817574973	xgboost	1
#0000FF	3.36567995873338e-06	3.50565869666752e-06	52.9739962140082	52.9739962140082	xgboost	1
#0000FF	3.50565869666752e-06	3.63621779797541e-06	53.6315632161004	53.6315632161004	xgboost	1
#0000FF	3.63621779797541e-06	3.76717093786283e-06	54.3090564909834	54.3090564909834	xgboost	1
#0000FF	3.76717093786283e-06	3.89894148611347e-06	55.0164391750523	55.0164391750523	xgboost	1
#0000FF	3.89894148611347e-06	4.05312448492623e-06	55.6740061771446	55.6740061771446	xgboost	1
#0000FF	4.05312448492623e-06	4.21149206886184e-06	56.2219786788881	56.2219786788881	xgboost	1
#0000FF	4.21149206886184e-06	4.43073531641858e-06	56.9193982265617	56.9193982265617	xgboost	1
#0000FF	4.43073531641858e-06	4.65144512418192e-06	57.5968915014447	57.5968915014447	xgboost	1
#0000FF	4.65144512418192e-06	4.85061764265993e-06	58.2644216399323	58.2644216399323	xgboost	1
#0000FF	4.85061764265993e-06	5.04594072481268e-06	58.8721729600478	58.8721729600478	xgboost	1
#0000FF	5.04594072481268e-06	5.24863889950211e-06	59.5895187805121	59.5895187805121	xgboost	1
#0000FF	5.24863889950211e-06	5.51611628907267e-06	60.2171963734184	60.2171963734184	xgboost	1
#0000FF	5.51611628907267e-06	5.78518483962398e-06	60.8349108299293	60.8349108299293	xgboost	1
#0000FF	5.78518483962398e-06	6.03849821345648e-06	61.3729201952775	61.3729201952775	xgboost	1
#0000FF	6.03849821345648e-06	6.37154516880401e-06	62.0404503337651	62.0404503337651	xgboost	1
#0000FF	6.37154516880401e-06	6.70564759275294e-06	62.688054199462	62.688054199462	xgboost	1
#0000FF	6.70564759275294e-06	7.09189271219657e-06	63.2360267012055	63.2360267012055	xgboost	1
#0000FF	7.09189271219657e-06	7.55246719563729e-06	63.7541097937631	63.7541097937631	xgboost	1
#0000FF	7.55246719563729e-06	7.89520072430605e-06	64.3518979774833	64.3518979774833	xgboost	1
#0000FF	7.89520072430605e-06	8.35979699331801e-06	65.0493175251569	65.0493175251569	xgboost	1
#0000FF	8.35979699331801e-06	8.83279972185846e-06	65.6769951180632	65.6769951180632	xgboost	1
#0000FF	8.83279972185846e-06	9.4508723122999e-06	66.2747833017834	66.2747833017834	xgboost	1
#0000FF	9.4508723122999e-06	1.01196592368069e-05	66.8327189399223	66.8327189399223	xgboost	1
#0000FF	1.01196592368069e-05	1.07314435808803e-05	67.4803228056192	67.4803228056192	xgboost	1
#0000FF	1.07314435808803e-05	1.14247741294094e-05	68.0183321709674	68.0183321709674	xgboost	1
#0000FF	1.14247741294094e-05	1.23966738101444e-05	68.6460097638737	68.6460097638737	xgboost	1
#0000FF	1.23966738101444e-05	1.33784842546447e-05	69.1441665836405	69.1441665836405	xgboost	1
#0000FF	1.33784842546447e-05	1.42707713166601e-05	69.7319916309654	69.7319916309654	xgboost	1
#0000FF	1.42707713166601e-05	1.55854722834192e-05	70.2401115871276	70.2401115871276	xgboost	1
#0000FF	1.55854722834192e-05	1.6819205484353e-05	70.7781209524759	70.7781209524759	xgboost	1
#0000FF	1.6819205484353e-05	1.84356467798352e-05	71.256351499452	71.256351499452	xgboost	1
#0000FF	1.84356467798352e-05	2.03414256247925e-05	71.7246189100329	71.7246189100329	xgboost	1
